method,donor,pair,status,deviance,interval_covered,interval_width
original_hierarchy,C-8923,20,SCORED,0.012596120653464778,,
original_hierarchy,C-8923,21,SCORED,0.0041733503457111465,,
original_hierarchy,C-8923,22,SCORED,0.029946270640429817,,
original_hierarchy,C-8923,23,SCORED,0.0069412866936149255,,
original_hierarchy,C-8923,24,SCORED,0.029051208068111536,,
original_hierarchy,C-8923,25,SCORED,0.001655686001645314,,
original_hierarchy,C-8923,26,SCORED,0.001848945754645455,,
original_hierarchy,C-8923,27,SCORED,0.0663731050394255,,
original_hierarchy,C-8923,28,SCORED,0.049489805098801326,,
original_hierarchy,C-8923,29,SCORED,0.00937123927769063,,
original_hierarchy,C-8923,30,SCORED,0.0034420827495581516,,
original_hierarchy,C-8923,31,SCORED,0.0006931763576784548,,
original_hierarchy,C-8923,32,SCORED,0.0019812552343769323,,
original_hierarchy,C-8923,33,SCORED,0.005857677646838956,,
original_hierarchy,C-8923,34,SCORED,0.012083013983377092,,
original_hierarchy,C-8923,35,SCORED,0.024023846264332918,,
original_hierarchy,C-8923,36,SCORED,0.0029203135435909183,,
original_hierarchy,C-8923,37,SCORED,0.0007902783881870886,,
original_hierarchy,C-8923,38,SCORED,0.001160077824780383,,
original_hierarchy,C-8923,39,SCORED,0.0034079750419314238,,
original_hierarchy,C-8923,40,SCORED,0.008882621970669777,,
original_hierarchy,C-8923,41,SCORED,0.000622578813556466,,
original_hierarchy,C-8923,42,SCORED,0.005790746326275879,,
original_hierarchy,C-8923,43,SCORED,0.004158812303691164,,
original_hierarchy,C-8923,44,SCORED,0.002054109480507209,,
original_hierarchy,C-8923,45,SCORED,0.00814499322073873,,
original_hierarchy,C-8923,46,SCORED,0.008254861563582119,,
original_hierarchy,C-8923,47,SCORED,0.0007712621480815149,,
original_hierarchy,C-8923,48,SCORED,0.0003487738432250377,,
original_hierarchy,C-8923,49,SCORED,0.0013232771956585496,,
original_hierarchy,C-8923,50,SCORED,0.0024476356147334856,,
original_hierarchy,C-8923,51,SCORED,0.00012277788398464993,,
original_hierarchy,C-8923,52,SCORED,1.9898108667280108e-05,,
original_hierarchy,C-8923,53,SCORED,5.601243992967757e-05,,
original_hierarchy,C-8923,54,SCORED,0.0014501051112084627,,
original_hierarchy,C-8923,55,SCORED,1.664810423727568e-05,,
original_hierarchy,C-8923,56,SCORED,0.006741995100012027,,
original_hierarchy,C-8923,57,SCORED,0.010414429664165475,,
original_hierarchy,C-8923,58,SCORED,0.019061129284005544,,
original_hierarchy,C-8923,59,SCORED,1.4654412621268112e-05,,
original_hierarchy,C-8923,60,SCORED,0.0027689939099571695,,
original_hierarchy,C-8923,61,SCORED,0.02074605812244991,,
original_hierarchy,C-8923,62,SCORED,0.005925898838965812,,
original_hierarchy,C-8923,63,SCORED,1.8020833000026047e-06,,
original_hierarchy,C-8923,64,SCORED,0.0012763095733628813,,
original_hierarchy,C-8923,65,SCORED,0.001585119858680123,,
original_hierarchy,C-8923,66,SCORED,0.0021522753261514482,,
original_hierarchy,C-8923,67,SCORED,0.0003547127198119931,,
original_hierarchy,C-8923,68,SCORED,0.0009250870015333253,,
original_hierarchy,C-8923,69,SCORED,0.0050331456576133485,,
original_hierarchy,C-8923,70,SCORED,0.0035184072415739044,,
original_hierarchy,C-8923,71,SCORED,0.003367065235802061,,
original_hierarchy,C-8923,72,SCORED,0.03787944071667863,,
original_hierarchy,C-8923,73,SCORED,0.0030331985978574,,
original_hierarchy,C-8923,74,SCORED,0.0006637190252038617,,
original_hierarchy,C-8923,75,SCORED,0.006342102160038193,,
original_hierarchy,C-8923,76,SCORED,0.003790543707260747,,
original_hierarchy,C-8923,77,SCORED,0.02758236269164787,,
original_hierarchy,C-8923,78,SCORED,0.023881237357758635,,
original_hierarchy,C-8923,79,SCORED,0.01041396833997807,,
original_hierarchy,C-8923,80,SCORED,0.014175446917295699,,
original_hierarchy,C-8926,0,SCORED,5.281974189957428e-05,,
original_hierarchy,C-8926,1,SCORED,0.003952048116004241,,
original_hierarchy,C-8926,2,SCORED,0.003566261709293193,,
original_hierarchy,C-8926,3,SCORED,0.005319126414705135,,
original_hierarchy,C-8926,4,SCORED,0.0034794600693086007,,
original_hierarchy,C-8926,5,SCORED,9.240744278649331e-05,,
original_hierarchy,C-8926,6,SCORED,0.0010591603003987718,,
original_hierarchy,C-8926,7,SCORED,3.196256406982575e-06,,
original_hierarchy,C-8926,8,SCORED,0.0017494288387975131,,
original_hierarchy,C-8926,9,SCORED,0.021350094800459837,,
original_hierarchy,C-8926,10,SCORED,0.04109745463574281,,
original_hierarchy,C-8926,11,SCORED,0.021711718310470307,,
original_hierarchy,C-8926,12,SCORED,0.0066818919222169995,,
original_hierarchy,C-8926,13,SCORED,0.027565471294812696,,
original_hierarchy,C-8926,14,SCORED,0.021623995740707086,,
original_hierarchy,C-8926,15,SCORED,0.002383208104841817,,
original_hierarchy,C-8926,16,SCORED,0.006305220543927424,,
original_hierarchy,C-8926,17,SCORED,0.016872271893236493,,
original_hierarchy,C-8926,18,SCORED,0.007168645738643793,,
original_hierarchy,C-8926,19,SCORED,0.02909135710485966,,
original_hierarchy,C-8926,20,SCORED,0.0005169879010263681,,
original_hierarchy,C-8926,21,SCORED,0.0019707401401314988,,
original_hierarchy,C-8926,22,SCORED,0.018056364459974453,,
original_hierarchy,C-8926,23,SCORED,0.02933799958401915,,
original_hierarchy,C-8926,24,SCORED,0.006525249025271764,,
original_hierarchy,C-8926,25,SCORED,0.03135405477210812,,
original_hierarchy,C-8926,26,SCORED,0.1795754474866106,,
original_hierarchy,C-8926,27,SCORED,0.00018820717555641654,,
original_hierarchy,C-8926,28,SCORED,0.030917625853431698,,
original_hierarchy,C-8926,29,SCORED,0.0001822134042873489,,
original_hierarchy,C-8926,30,SCORED,0.0020549683725523196,,
original_hierarchy,C-8926,31,SCORED,0.0043420009802889875,,
original_hierarchy,C-8926,32,SCORED,0.00032150490979257354,,
original_hierarchy,C-8926,33,SCORED,0.00018783394751527207,,
original_hierarchy,C-8926,34,SCORED,0.0001544902438376252,,
original_hierarchy,C-8926,35,SCORED,0.002518537576004634,,
original_hierarchy,C-8926,36,SCORED,0.0012662911257179076,,
original_hierarchy,C-8926,37,SCORED,0.00783455122713397,,
original_hierarchy,C-8926,38,SCORED,1.8926920167332576e-05,,
original_hierarchy,C-8926,39,SCORED,0.0005977779319543599,,
original_hierarchy,C-8926,40,SCORED,0.010460740828785911,,
original_hierarchy,C-8926,41,SCORED,0.00683466325612749,,
original_hierarchy,C-8926,42,SCORED,0.0034964360014712557,,
original_hierarchy,C-8926,43,SCORED,0.009373234800808823,,
original_hierarchy,C-8926,44,SCORED,0.06893157358434615,,
original_hierarchy,C-8926,45,SCORED,0.006882880355077881,,
original_hierarchy,C-8926,46,SCORED,0.00036609457081503323,,
original_hierarchy,C-8926,47,SCORED,0.009062197162482268,,
original_hierarchy,C-8926,48,SCORED,0.006731120730850602,,
original_hierarchy,C-8926,49,SCORED,1.0925529322217522e-05,,
original_hierarchy,C-8926,50,SCORED,0.003544110526045311,,
original_hierarchy,C-8926,51,SCORED,0.0008983982963329668,,
original_hierarchy,C-8926,52,SCORED,0.00032570521126587277,,
original_hierarchy,C-8926,53,SCORED,0.0003952870431775564,,
original_hierarchy,C-8926,54,SCORED,0.004135093867543883,,
original_hierarchy,C-8926,55,SCORED,0.030218180375105652,,
original_hierarchy,C-8926,56,SCORED,0.010731786030566452,,
original_hierarchy,C-8926,57,SCORED,0.00014646633813794694,,
original_hierarchy,C-8926,58,SCORED,0.0009960428925062138,,
original_hierarchy,C-8926,59,SCORED,0.004785279663890966,,
original_hierarchy,C-8926,60,SCORED,0.0039053943316782573,,
original_hierarchy,C-8926,61,SCORED,0.0009772398833231676,,
original_hierarchy,C-8926,62,SCORED,0.0008693777331056848,,
original_hierarchy,C-8926,63,SCORED,0.00020917070237844084,,
original_hierarchy,C-8926,64,SCORED,0.001295843856295463,,
original_hierarchy,C-8926,65,SCORED,0.00025834762425591684,,
original_hierarchy,C-8926,66,SCORED,2.9050670532326794e-05,,
original_hierarchy,C-8926,67,SCORED,0.0001732224848452783,,
original_hierarchy,C-8926,68,SCORED,0.0001420752784655529,,
original_hierarchy,C-8926,69,SCORED,1.254622718856852e-05,,
original_hierarchy,C-8926,70,SCORED,0.002660032029483124,,
original_hierarchy,C-8926,71,SCORED,0.00020310577349381444,,
original_hierarchy,C-8926,72,SCORED,0.014362671403216738,,
original_hierarchy,C-8926,73,SCORED,0.002109919530344836,,
original_hierarchy,C-8926,74,SCORED,0.019416626686948976,,
original_hierarchy,C-8926,75,SCORED,0.005198853457176564,,
original_hierarchy,C-8926,76,SCORED,0.004312717706818996,,
original_hierarchy,C-8926,77,SCORED,0.020918715895937294,,
original_hierarchy,C-8926,78,SCORED,0.0006950911364743441,,
original_hierarchy,C-8926,79,SCORED,0.0031557100950350206,,
original_hierarchy,C-8926,80,SCORED,0.027494816223253594,,
original_hierarchy,C-8927,0,SCORED,0.001992471268195444,,
original_hierarchy,C-8927,1,SCORED,0.0008994395500832135,,
original_hierarchy,C-8927,2,SCORED,0.0036160196906151326,,
original_hierarchy,C-8927,3,SCORED,0.002880538157021984,,
original_hierarchy,C-8927,4,SCORED,0.0036617264645140493,,
original_hierarchy,C-8927,5,SCORED,0.013017346079705297,,
original_hierarchy,C-8927,6,SCORED,0.009814030272427283,,
original_hierarchy,C-8927,7,SCORED,0.000138054135112556,,
original_hierarchy,C-8927,8,SCORED,0.0006539937197388834,,
original_hierarchy,C-8927,9,SCORED,0.01030870035732527,,
original_hierarchy,C-8927,10,SCORED,0.004198004433300987,,
original_hierarchy,C-8927,11,SCORED,0.00014543743443074138,,
original_hierarchy,C-8927,12,SCORED,0.0021477922744164157,,
original_hierarchy,C-8927,13,SCORED,0.001149543274758972,,
original_hierarchy,C-8927,14,SCORED,0.01392813754823552,,
original_hierarchy,C-8927,15,SCORED,0.0025529174928761965,,
original_hierarchy,C-8927,16,SCORED,0.0004184043052540276,,
original_hierarchy,C-8927,17,SCORED,0.0007268496886532125,,
original_hierarchy,C-8927,18,SCORED,5.088770314651682e-07,,
original_hierarchy,C-8927,19,SCORED,0.019460771290361927,,
original_hierarchy,C-8927,20,SCORED,0.015391119867985453,,
original_hierarchy,C-8927,21,SCORED,0.0007217179447068008,,
original_hierarchy,C-8927,22,SCORED,0.03622844375864709,,
original_hierarchy,C-8927,23,SCORED,0.004071737399235847,,
original_hierarchy,C-8927,24,SCORED,0.017104432316357786,,
original_hierarchy,C-8927,25,SCORED,0.0039112179812874764,,
original_hierarchy,C-8927,26,SCORED,0.0007335691508799161,,
original_hierarchy,C-8927,27,SCORED,0.010352939604861736,,
original_hierarchy,C-8927,28,SCORED,0.006986471487789287,,
original_hierarchy,C-8927,29,SCORED,0.001638654153885216,,
original_hierarchy,C-8927,30,SCORED,0.0038678006959009126,,
original_hierarchy,C-8927,31,SCORED,1.3396152696153619e-05,,
original_hierarchy,C-8927,32,SCORED,1.7981897368910872e-06,,
original_hierarchy,C-8927,33,SCORED,0.0032043185828645477,,
original_hierarchy,C-8927,34,SCORED,0.004808802493414423,,
original_hierarchy,C-8927,35,SCORED,0.004736265565825546,,
original_hierarchy,C-8927,36,SCORED,0.0008869141203446118,,
original_hierarchy,C-8927,37,SCORED,0.002384639058414529,,
original_hierarchy,C-8927,38,SCORED,0.0034978476267417216,,
original_hierarchy,C-8927,39,SCORED,0.001468877032224986,,
original_hierarchy,C-8927,40,SCORED,0.010709828785151839,,
original_hierarchy,C-8927,41,SCORED,0.00813215750911471,,
original_hierarchy,C-8927,42,SCORED,0.0051175830780590455,,
original_hierarchy,C-8927,43,SCORED,0.0025058252821559507,,
original_hierarchy,C-8927,44,SCORED,0.00014254653090924085,,
original_hierarchy,C-8927,45,SCORED,0.012305786140400312,,
original_hierarchy,C-8927,46,SCORED,0.0069372532041268,,
original_hierarchy,C-8927,47,SCORED,0.0014624870818513679,,
original_hierarchy,C-8927,48,SCORED,0.004338122041680662,,
original_hierarchy,C-8927,49,SCORED,0.0008253129552569481,,
original_hierarchy,C-8927,50,SCORED,0.002370262748446203,,
original_hierarchy,C-8927,51,SCORED,0.010838084138087348,,
original_hierarchy,C-8927,52,SCORED,0.0012212198418131374,,
original_hierarchy,C-8927,53,SCORED,0.0005273576540180533,,
original_hierarchy,C-8927,54,SCORED,0.004452322881996894,,
original_hierarchy,C-8927,55,SCORED,0.000897315549776961,,
original_hierarchy,C-8927,56,SCORED,0.003231636300206675,,
original_hierarchy,C-8927,57,SCORED,0.0008190220271009855,,
original_hierarchy,C-8927,58,SCORED,0.00032233222669548166,,
original_hierarchy,C-8927,59,SCORED,0.004216546140204204,,
original_hierarchy,C-8927,60,SCORED,1.0731228536757379e-05,,
original_hierarchy,C-8927,61,SCORED,0.00651858700278251,,
original_hierarchy,C-8927,62,SCORED,0.0005168469054708108,,
original_hierarchy,C-8927,63,SCORED,0.004051267802000245,,
original_hierarchy,C-8927,64,SCORED,1.3425220430189795e-05,,
original_hierarchy,C-8927,65,SCORED,0.0029927505530900934,,
original_hierarchy,C-8927,66,SCORED,1.9745269593795254e-06,,
original_hierarchy,C-8927,67,SCORED,0.0013781272889486045,,
original_hierarchy,C-8927,68,SCORED,0.00015690709308664643,,
original_hierarchy,C-8927,69,SCORED,0.00022782473036476146,,
original_hierarchy,C-8927,70,SCORED,0.0001405112886588419,,
original_hierarchy,C-8927,71,SCORED,0.0014667837296686269,,
original_hierarchy,C-8927,72,SCORED,0.001353784745838289,,
original_hierarchy,C-8927,73,SCORED,0.0006496160803539375,,
original_hierarchy,C-8927,74,SCORED,3.967585799332773e-05,,
original_hierarchy,C-8927,75,SCORED,0.0010217503011184497,,
original_hierarchy,C-8927,76,SCORED,0.009262061103148606,,
original_hierarchy,C-8927,77,SCORED,0.00036975498384572963,,
original_hierarchy,C-8927,78,SCORED,0.0059486168437947635,,
original_hierarchy,C-8927,79,SCORED,0.0015582021467019733,,
original_hierarchy,C-8927,80,SCORED,0.017485040874091307,,
original_hierarchy,C-8928,0,SCORED,0.00154295031257062,,
original_hierarchy,C-8928,1,SCORED,0.008646568920387503,,
original_hierarchy,C-8928,2,SCORED,0.0038586721584646724,,
original_hierarchy,C-8928,3,SCORED,0.0031452276487062523,,
original_hierarchy,C-8928,4,SCORED,0.053486917120865715,,
original_hierarchy,C-8928,5,SCORED,0.016680894654521265,,
original_hierarchy,C-8928,6,SCORED,0.000377489585909092,,
original_hierarchy,C-8928,7,SCORED,0.0025327140646037374,,
original_hierarchy,C-8928,8,SCORED,0.0038554032949964408,,
original_hierarchy,C-8928,9,SCORED,0.010495089941998353,,
original_hierarchy,C-8928,10,SCORED,0.009888707310112363,,
original_hierarchy,C-8928,11,SCORED,0.012810397691323742,,
original_hierarchy,C-8928,12,SCORED,0.002853476030416687,,
original_hierarchy,C-8928,13,SCORED,0.12348256511859798,,
original_hierarchy,C-8928,14,SCORED,0.07360431323659244,,
original_hierarchy,C-8928,15,SCORED,0.006166212924933898,,
original_hierarchy,C-8928,16,SCORED,0.015584093732868246,,
original_hierarchy,C-8928,17,SCORED,0.05074978758752491,,
original_hierarchy,C-8928,18,SCORED,0.10338863718500152,,
original_hierarchy,C-8928,19,SCORED,0.05284363175710137,,
original_hierarchy,C-8928,20,SCORED,0.0035633494646460234,,
original_hierarchy,C-8928,21,SCORED,0.017236553383200834,,
original_hierarchy,C-8928,22,SCORED,0.044380100989882126,,
original_hierarchy,C-8928,23,SCORED,1.9719747108170975e-05,,
original_hierarchy,C-8928,24,SCORED,0.00283076122839495,,
original_hierarchy,C-8928,25,SCORED,0.0019898597392547374,,
original_hierarchy,C-8928,26,SCORED,0.06675944477526867,,
original_hierarchy,C-8928,27,SCORED,0.005210512543508933,,
original_hierarchy,C-8928,28,SCORED,0.08290344930364452,,
original_hierarchy,C-8928,29,SCORED,3.142823817386671e-05,,
original_hierarchy,C-8928,30,SCORED,1.6022772214619374e-05,,
original_hierarchy,C-8928,31,SCORED,0.015507241306355037,,
original_hierarchy,C-8928,32,SCORED,0.003377638116238934,,
original_hierarchy,C-8928,33,SCORED,0.006718655760446043,,
original_hierarchy,C-8928,34,SCORED,0.008702020681641373,,
original_hierarchy,C-8928,35,SCORED,0.030035996088933932,,
original_hierarchy,C-8928,36,SCORED,0.0443754164301652,,
original_hierarchy,C-8928,37,SCORED,0.03206954863407675,,
original_hierarchy,C-8928,38,SCORED,0.026301696749703167,,
original_hierarchy,C-8928,39,SCORED,0.014164498514673933,,
original_hierarchy,C-8928,40,SCORED,0.0013639598941536796,,
original_hierarchy,C-8928,41,SCORED,0.019186506527481356,,
original_hierarchy,C-8928,42,SCORED,0.014969449199510015,,
original_hierarchy,C-8928,43,SCORED,0.009754001209587082,,
original_hierarchy,C-8928,44,SCORED,0.013353162203622704,,
original_hierarchy,C-8928,45,SCORED,0.0003854358515635839,,
original_hierarchy,C-8928,46,SCORED,0.0008679061193123056,,
original_hierarchy,C-8928,47,SCORED,0.008332450912287036,,
original_hierarchy,C-8928,48,SCORED,0.0001777692199347678,,
original_hierarchy,C-8928,49,SCORED,0.009984665795893008,,
original_hierarchy,C-8928,50,SCORED,0.012803449574121398,,
original_hierarchy,C-8928,51,SCORED,0.003748080338019242,,
original_hierarchy,C-8928,52,SCORED,0.001260624344619864,,
original_hierarchy,C-8928,53,SCORED,0.00267764027354956,,
original_hierarchy,C-8928,54,SCORED,0.0034845643199650014,,
original_hierarchy,C-8928,55,SCORED,0.0009621723843106205,,
original_hierarchy,C-8928,56,SCORED,5.374559797930757e-05,,
original_hierarchy,C-8928,57,SCORED,0.0021123273130002167,,
original_hierarchy,C-8928,58,SCORED,0.007916464897536953,,
original_hierarchy,C-8928,59,SCORED,0.004896717238020588,,
original_hierarchy,C-8928,60,SCORED,0.0009671457242321282,,
original_hierarchy,C-8928,61,SCORED,0.00545067456754296,,
original_hierarchy,C-8928,62,SCORED,0.00021132318530695839,,
original_hierarchy,C-8928,63,SCORED,0.00455330850895623,,
original_hierarchy,C-8928,64,SCORED,0.0021909382720450843,,
original_hierarchy,C-8928,65,SCORED,0.0034311790776205137,,
original_hierarchy,C-8928,66,SCORED,0.0019851513488210078,,
original_hierarchy,C-8928,67,SCORED,0.012484011787714994,,
original_hierarchy,C-8928,68,SCORED,0.01599684744319975,,
original_hierarchy,C-8928,69,SCORED,0.0018136317329752356,,
original_hierarchy,C-8928,70,SCORED,0.0005601325741149393,,
original_hierarchy,C-8928,71,SCORED,0.0017811076703685771,,
original_hierarchy,C-8928,72,SCORED,0.016665204357884558,,
original_hierarchy,C-8928,73,SCORED,0.003424457907751248,,
original_hierarchy,C-8928,74,SCORED,0.0004380162045666963,,
original_hierarchy,C-8928,75,SCORED,0.0032209392157591873,,
original_hierarchy,C-8928,76,SCORED,4.556262777917226e-06,,
original_hierarchy,C-8928,77,SCORED,0.0008699459703812862,,
original_hierarchy,C-8928,78,SCORED,0.028203316680965533,,
original_hierarchy,C-8928,79,SCORED,0.0034811378651014406,,
original_hierarchy,C-8928,80,SCORED,0.009822125193065145,,
original_hierarchy,C-8929,0,SCORED,0.030384496367651948,,
original_hierarchy,C-8929,1,SCORED,0.03181743155187777,,
original_hierarchy,C-8929,2,SCORED,0.003312232128970801,,
original_hierarchy,C-8929,3,SCORED,0.0002549752197974556,,
original_hierarchy,C-8929,4,SCORED,0.022841411150602592,,
original_hierarchy,C-8929,5,SCORED,0.02090196156248108,,
original_hierarchy,C-8929,6,SCORED,0.0007302259447271257,,
original_hierarchy,C-8929,7,SCORED,0.00033925175991712363,,
original_hierarchy,C-8929,8,SCORED,4.110993956213003e-05,,
original_hierarchy,C-8929,9,SCORED,0.01786933804283826,,
original_hierarchy,C-8929,10,SCORED,0.00029364191490364837,,
original_hierarchy,C-8929,11,SCORED,0.03237353594081105,,
original_hierarchy,C-8929,12,SCORED,0.004120555704278422,,
original_hierarchy,C-8929,13,SCORED,0.06585633814614883,,
original_hierarchy,C-8929,14,SCORED,0.04366559288340424,,
original_hierarchy,C-8929,15,SCORED,0.016894862804451002,,
original_hierarchy,C-8929,16,SCORED,0.002202597757959557,,
original_hierarchy,C-8929,17,SCORED,0.0034183881624005215,,
original_hierarchy,C-8929,18,SCORED,0.0016879606694187761,,
original_hierarchy,C-8929,19,SCORED,0.0036235594447843952,,
original_hierarchy,C-8929,20,SCORED,0.004103977695743492,,
original_hierarchy,C-8929,21,SCORED,3.344954849047988e-06,,
original_hierarchy,C-8929,22,SCORED,0.030760156772192612,,
original_hierarchy,C-8929,23,SCORED,0.026578575576390963,,
original_hierarchy,C-8929,24,SCORED,0.01656950888726176,,
original_hierarchy,C-8929,25,SCORED,0.004982732910886436,,
original_hierarchy,C-8929,26,SCORED,0.0357978237656849,,
original_hierarchy,C-8929,27,SCORED,0.0076332322918171,,
original_hierarchy,C-8929,28,SCORED,0.0038952018846248803,,
original_hierarchy,C-8929,29,SCORED,0.0034140264934062192,,
original_hierarchy,C-8929,30,SCORED,0.002845239011085195,,
original_hierarchy,C-8929,31,SCORED,0.006320831887053525,,
original_hierarchy,C-8929,32,SCORED,0.0051098847444774696,,
original_hierarchy,C-8929,33,SCORED,0.012982597292767122,,
original_hierarchy,C-8929,34,SCORED,0.0017471743658350686,,
original_hierarchy,C-8929,35,SCORED,0.000205398326737034,,
original_hierarchy,C-8929,36,SCORED,0.002195613092435761,,
original_hierarchy,C-8929,37,SCORED,0.0016176761132634856,,
original_hierarchy,C-8929,38,SCORED,1.790090504741955e-05,,
original_hierarchy,C-8929,39,SCORED,0.011589142606371939,,
original_hierarchy,C-8929,40,SCORED,0.008812922571562045,,
original_hierarchy,C-8929,41,SCORED,0.001996867106450485,,
original_hierarchy,C-8929,42,SCORED,0.0006809229429474272,,
original_hierarchy,C-8929,43,SCORED,0.00011110969641486791,,
original_hierarchy,C-8929,44,SCORED,0.00300293613000285,,
original_hierarchy,C-8929,45,SCORED,0.004403895602319366,,
original_hierarchy,C-8929,46,SCORED,0.004933394274199716,,
original_hierarchy,C-8929,47,SCORED,0.0008576204445073492,,
original_hierarchy,C-8929,48,SCORED,0.0003353176389477063,,
original_hierarchy,C-8929,49,SCORED,1.2077683118093437e-05,,
original_hierarchy,C-8929,50,SCORED,8.907218243634461e-05,,
original_hierarchy,C-8929,51,SCORED,0.0036883447205878044,,
original_hierarchy,C-8929,52,SCORED,0.0001326803921738377,,
original_hierarchy,C-8929,53,SCORED,0.012001305863171986,,
original_hierarchy,C-8929,54,SCORED,0.004239453723052934,,
original_hierarchy,C-8929,55,SCORED,0.033688798942284465,,
original_hierarchy,C-8929,56,SCORED,0.01852660516383886,,
original_hierarchy,C-8929,57,SCORED,8.129884932934171e-05,,
original_hierarchy,C-8929,58,SCORED,0.046412974090632345,,
original_hierarchy,C-8929,59,SCORED,0.06484348727980466,,
original_hierarchy,C-8929,60,SCORED,0.0022824839814438655,,
original_hierarchy,C-8929,61,SCORED,0.0004786999723759792,,
original_hierarchy,C-8929,62,SCORED,0.0006861344530627259,,
original_hierarchy,C-8929,63,SCORED,0.0028854993486014807,,
original_hierarchy,C-8929,64,SCORED,0.0002051651886183798,,
original_hierarchy,C-8929,65,SCORED,0.013789785690051307,,
original_hierarchy,C-8929,66,SCORED,0.003705574931984569,,
original_hierarchy,C-8929,67,SCORED,0.0006989144066950094,,
original_hierarchy,C-8929,68,SCORED,0.00022181874176849335,,
original_hierarchy,C-8929,69,SCORED,0.00032457244781796714,,
original_hierarchy,C-8929,70,SCORED,0.012261401347195354,,
original_hierarchy,C-8929,71,SCORED,0.0002760409430147565,,
original_hierarchy,C-8929,72,SCORED,0.004583504060658206,,
original_hierarchy,C-8929,73,SCORED,0.0015457530277783078,,
original_hierarchy,C-8929,74,SCORED,1.9495719921092157e-05,,
original_hierarchy,C-8929,75,SCORED,0.00816871353010526,,
original_hierarchy,C-8929,76,SCORED,0.006329074907937705,,
original_hierarchy,C-8929,77,SCORED,5.4926572050393446e-05,,
original_hierarchy,C-8929,78,SCORED,0.009592443229476263,,
original_hierarchy,C-8929,79,SCORED,0.0018341488186834273,,
original_hierarchy,C-8929,80,SCORED,0.0028813653983712703,,
original_hierarchy,C-8930,0,SCORED,0.0005346302712186555,,
original_hierarchy,C-8930,1,SCORED,0.006312178681229675,,
original_hierarchy,C-8930,2,SCORED,0.001850687953184653,,
original_hierarchy,C-8930,3,SCORED,0.014884431114174784,,
original_hierarchy,C-8930,4,SCORED,0.020751212547591352,,
original_hierarchy,C-8930,5,SCORED,0.016172692059651148,,
original_hierarchy,C-8930,6,SCORED,0.0010236456487645908,,
original_hierarchy,C-8930,7,SCORED,0.00020141903229293264,,
original_hierarchy,C-8930,8,SCORED,0.0046551650570828065,,
original_hierarchy,C-8930,9,SCORED,0.07868008557407422,,
original_hierarchy,C-8930,10,SCORED,0.09846554961728804,,
original_hierarchy,C-8930,11,SCORED,0.00019051575668934534,,
original_hierarchy,C-8930,12,SCORED,0.030745577443350533,,
original_hierarchy,C-8930,13,SCORED,0.02296216671304485,,
original_hierarchy,C-8930,14,SCORED,0.059008966341416585,,
original_hierarchy,C-8930,15,SCORED,0.00472006135005814,,
original_hierarchy,C-8930,16,SCORED,0.00029361549620004167,,
original_hierarchy,C-8930,17,SCORED,0.01949686388420939,,
original_hierarchy,C-8930,18,SCORED,0.06891583586835037,,
original_hierarchy,C-8930,19,SCORED,0.020674070454391562,,
original_hierarchy,C-8930,20,SCORED,0.0031915311079204426,,
original_hierarchy,C-8930,21,SCORED,0.0006785558196261143,,
original_hierarchy,C-8930,22,SCORED,0.0024888961282059207,,
original_hierarchy,C-8930,23,SCORED,0.006284526425463094,,
original_hierarchy,C-8930,24,SCORED,0.007123240392201108,,
original_hierarchy,C-8930,25,SCORED,0.005851853893983988,,
original_hierarchy,C-8930,26,SCORED,0.0764429289003181,,
original_hierarchy,C-8930,27,SCORED,0.01799477514780671,,
original_hierarchy,C-8930,28,SCORED,0.04473273435673233,,
original_hierarchy,C-8930,29,SCORED,0.0010734171330016255,,
original_hierarchy,C-8930,30,SCORED,8.653322687094474e-05,,
original_hierarchy,C-8930,31,SCORED,0.006521940347738137,,
original_hierarchy,C-8930,32,SCORED,0.007711283924445308,,
original_hierarchy,C-8930,33,SCORED,0.001975792566849455,,
original_hierarchy,C-8930,34,SCORED,0.00887806912165674,,
original_hierarchy,C-8930,35,SCORED,0.006160484360063049,,
original_hierarchy,C-8930,36,SCORED,0.031195349443882928,,
original_hierarchy,C-8930,37,SCORED,0.012189711843850932,,
original_hierarchy,C-8930,38,SCORED,0.009731581152730016,,
original_hierarchy,C-8930,39,SCORED,3.840877815144213e-06,,
original_hierarchy,C-8930,40,SCORED,0.0007711524050660846,,
original_hierarchy,C-8930,41,SCORED,0.000836360408420206,,
original_hierarchy,C-8930,42,SCORED,0.014297398428537809,,
original_hierarchy,C-8930,43,SCORED,0.0030529944980363533,,
original_hierarchy,C-8930,44,SCORED,0.03417601451673386,,
original_hierarchy,C-8930,45,SCORED,0.023016975507478693,,
original_hierarchy,C-8930,46,SCORED,0.012174954426542737,,
original_hierarchy,C-8930,47,SCORED,0.0026112635209028234,,
original_hierarchy,C-8930,48,SCORED,0.0016389994981728905,,
original_hierarchy,C-8930,49,SCORED,0.0015848927743709745,,
original_hierarchy,C-8930,50,SCORED,0.00980245662234477,,
original_hierarchy,C-8930,51,SCORED,0.0006350368277896305,,
original_hierarchy,C-8930,52,SCORED,0.009520240344938907,,
original_hierarchy,C-8930,53,SCORED,0.011464783352278067,,
original_hierarchy,C-8930,54,SCORED,0.0005023890688913516,,
original_hierarchy,C-8930,55,SCORED,0.003158335420409792,,
original_hierarchy,C-8930,56,SCORED,0.0021230312164142555,,
