donor	site	role	gsm	seq_run	gex_library	version	tissue	source	library_protocol	raw_matrix_assays	filename	url	content_length_bytes
759B	UK	development	GSM9031814	001	CZI-IA12953813	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953813.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953813.v2.h5ad	53691913
759B	UK	development	GSM9031815	001	CZI-IA12953814	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953814.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953814.v2.h5ad	57698478
759B	UK	development	GSM9031816	001	CZI-IA12953815	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953815.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953815.v2.h5ad	53084674
759B	UK	development	GSM9031817	001	CZI-IA12953816	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953816.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953816.v2.h5ad	57169783
759B	UK	development	GSM9031818	001	CZI-IA12953905	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953905.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953905.v2.h5ad	35109230
759B	UK	development	GSM9031819	001	CZI-IA12953906	v2	pooled:blood,spleen,thymus,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953906.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953906.v2.h5ad	19692432
759B	UK	development	GSM9031821	001	CZI-IA12953908	v2	pooled:blood,spleen,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953908.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953908.v2.h5ad	57458581
759B	UK	development	GSM9031822	001	CZI-IA12953909	v2	pooled:blood,spleen,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953909.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953909.v2.h5ad	55196512
759B	UK	development	GSM9031823	001	CZI-IA12953910	v2	pooled:blood,spleen,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953910.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953910.v2.h5ad	56992943
759B	UK	development	GSM9031824	001	CZI-IA12953911	v2	pooled:blood,spleen,bone marrow,mesenteric lymph node,thoracic lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_759B_001.CZI-IA12953911.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_759B_001.CZI-IA12953911.v2.h5ad	60318616
768B	UK	development	GSM9031842	001	CZI-IA13073003	v2	pooled:blood,jejunal epithelium,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073003.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073003.v2.h5ad	77166939
768B	UK	development	GSM9031843	001	CZI-IA13073004	v2	pooled:blood,jejunal epithelium,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073004.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073004.v2.h5ad	76013606
768B	UK	development	GSM9031844	001	CZI-IA13073005	v2	pooled:blood,jejunal epithelium,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073005.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073005.v2.h5ad	77930116
768B	UK	development	GSM9031845	001	CZI-IA13073006	v2	pooled:blood,jejunal epithelium,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073006.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073006.v2.h5ad	76745881
768B	UK	development	GSM9031848	001	CZI-IA13073099	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073099.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073099.v2.h5ad	51147497
768B	UK	development	GSM9031849	001	CZI-IA13073100	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073100.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073100.v2.h5ad	48032575
768B	UK	development	GSM9031850	001	CZI-IA13073101	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073101.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073101.v2.h5ad	54756677
768B	UK	development	GSM9031851	001	CZI-IA13073102	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073102.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073102.v2.h5ad	50487024
768B	UK	development	GSM9031852	001	CZI-IA13073103	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073103.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073103.v2.h5ad	56556346
768B	UK	development	GSM9031853	001	CZI-IA13073104	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073104.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073104.v2.h5ad	61477121
768B	UK	development	GSM9031854	001	CZI-IA13073105	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073105.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073105.v2.h5ad	49695939
768B	UK	development	GSM9031855	001	CZI-IA13073106	v2	pooled:blood,jejunal epithelium,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_768B_001.CZI-IA13073106.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_768B_001.CZI-IA13073106.v2.h5ad	50162638
778C	UK	development	GSM9031882	001	CZI-IA13003101	v2	pooled:skin of body,mesenteric lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_778C_001.CZI-IA13003101.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_778C_001.CZI-IA13003101.v2.h5ad	18814562
778C	UK	development	GSM9031883	001	CZI-IA13003102	v2	pooled:skin of body,mesenteric lymph node,jejunum lamina propria	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_778C_001.CZI-IA13003102.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_778C_001.CZI-IA13003102.v2.h5ad	24579779
778C	UK	development	GSM9031887	001	CZI-IA13003106	v2	pooled:skin of body,mesenteric lymph node	Cambridge Biorepository for Translational Medicine	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_778C_001.CZI-IA13003106.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_778C_001.CZI-IA13003106.v2.h5ad	37031309
